	C8 (1)	C8 (3)	Control (1)	Control (2)	Control (3)
rplJ	0.000000	-0.012547	0.000000	0.000000	0.000000
rplL	-0.004026	-0.029639	-0.000989	0.004967	-0.004026
rpoB	0.023212	-0.006548	0.000000	0.000000	0.000000
rpoC	0.024841	0.002676	0.004995	-0.005166	0.000112
yjaZ	-0.005856	-0.005856	0.009321	-0.005856	-0.003621
thiH	-0.010283	-0.010283	0.001763	0.009101	-0.011105
thiG	-0.009458	-0.009887	0.000757	0.010859	-0.011915
thiF	0.029561	-0.004690	0.000944	-0.000473	-0.000473
thiE	0.028858	-0.010441	-0.008172	0.004029	0.004029
thiC	0.077473	-0.013004	-0.009238	0.004546	0.004546
rsd	0.000222	0.000222	0.000222	0.000222	-0.000444
nudC	0.010532	0.000147	0.000478	-0.000626	0.000147
hemE	0.009493	0.001646	-0.003312	0.001646	0.001646
nfi	0.013540	0.000336	0.001262	0.000672	-0.001940
yjaG	-0.002345	-0.013563	-0.001533	0.003852	-0.002345
hupA	0.006910	0.017177	-0.000363	-0.001919	0.002271
yjaH	-0.006369	-0.010815	-0.004696	0.009242	-0.004696
zraP	-0.000780	0.028406	0.002067	-0.001381	-0.000693
zraS	-0.001333	-0.000430	0.001143	-0.000430	-0.000715
zraR	0.000342	0.000305	0.000786	0.000201	-0.000988
purD	-0.010737	-0.043154	-0.010694	0.012106	-0.001716
purH	-0.005509	-0.009192	-0.005509	-0.005509	0.010814
yjaA	-0.004492	-0.007462	0.006984	-0.003534	-0.003534
yjaB	0.007932	0.000012	0.000585	-0.000266	-0.000319
metA	-0.013161	-0.061193	-0.013091	-0.013091	0.025054
aceB	0.046250	0.006182	-0.006628	0.000352	0.006182
aceA	0.061282	0.013191	0.001946	0.001827	-0.003798
aceK	-0.001479	-0.002380	-0.001479	0.003706	-0.002251
arpA	-0.007296	-0.006913	-0.006614	0.009775	-0.003335
iclR	-0.013481	-0.078769	0.018031	-0.005167	-0.013481
metH	0.027018	-0.039987	0.026252	-0.004759	-0.022924
yjbB	0.000033	0.000033	0.000556	-0.000011	-0.000545
pepE	0.006957	0.000010	0.000463	-0.000237	-0.000226
rluF	0.000096	0.000039	0.000399	-0.000302	-0.000098
pagB	-0.024299	-0.022659	0.030667	-0.016186	-0.016186
lysC	0.050858	0.004409	-0.004258	-0.001227	0.005429
pgi	0.047236	0.020143	0.005532	-0.014778	0.008870
yjbE	-0.000643	-0.000643	-0.000643	-0.001529	0.002163
yjbG	-0.000993	0.002053	0.000650	-0.000001	-0.000650
yjbH	-0.000652	0.000010	0.000995	0.000794	-0.001794
psiE	0.003594	0.003215	0.003215	0.003215	-0.006502
xylE	0.000188	0.000188	0.000188	-0.000377	0.000188
malG	-0.032004	-0.045703	-0.032004	0.055815	-0.029700
malF	-0.014750	-0.011105	-0.010212	0.008033	0.001980
malE	-0.073758	-0.094414	-0.001998	0.007292	-0.005393
malK	-0.026942	-0.026500	-0.026500	0.005204	0.020004
lamB	-0.009752	-0.024879	-0.009752	-0.006549	0.015850
malM	-0.001974	-0.000424	0.000598	-0.000174	-0.000424
yjbI	-0.002117	-0.000043	0.000393	-0.000043	-0.000350
ubiA	0.044290	0.000582	0.000924	0.000225	-0.001152
plsB	0.031980	0.000000	0.000000	0.000000	0.000000
dgkA	0.002811	0.002811	0.002811	-0.012124	0.009041
lexA	-0.011595	-0.085832	-0.008426	-0.008426	0.016376
dinF	-0.001132	-0.001239	0.002256	-0.001132	-0.001132
yjbJ	0.015046	0.000723	0.000653	0.000723	-0.001380
yjbL	-0.005097	-0.001775	-0.004369	-0.004995	0.009215
yjbM	-0.000033	0.068223	0.000383	0.000383	-0.000767
pspG	-0.009335	0.001937	0.000469	-0.000235	-0.000235
qor	0.004829	0.000114	0.000114	-0.000229	0.000114
dnaB	0.000000	-0.000553	0.000000	0.000000	0.000000
alr	0.010704	-0.020712	-0.014469	0.027568	-0.014469
tyrB	0.078623	0.030564	-0.015289	0.005038	0.009843
aphA	0.014656	0.014656	-0.009189	-0.005853	0.014656
yjbQ	0.088940	0.000206	0.000206	0.000206	-0.000411
yjbR	0.052270	0.053029	0.001684	0.001397	-0.003098
uvrA	-0.008155	-0.007711	-0.007711	0.016046	-0.008792
ssb	-0.003482	-0.047923	-0.003482	0.006881	-0.003482
yjcB	0.000003	0.000003	0.000573	0.000003	-0.000577
soxS	0.002564	0.000713	-0.000945	-0.000945	0.001883
soxR	-0.002242	-0.002242	0.004921	-0.002477	-0.002487
yjcE	0.040334	-0.010087	0.000000	0.000000	0.000000
yjcF	-0.000157	-0.000175	0.000350	-0.000175	-0.000175
actP	-0.000147	-0.000281	0.000294	-0.000147	-0.000147
yjcH	-0.000022	0.000679	0.000551	0.000009	-0.000560
acs	-0.001121	-0.016133	-0.000719	0.001893	-0.001180
nrfA	0.000494	0.037461	0.000494	0.000494	-0.000990
nrfB	0.000000	0.000000	0.000000	0.000000	0.000000
nrfC	-0.000082	-0.000080	0.000551	-0.000080	-0.000471
nrfD	-0.007583	-0.005261	-0.005134	-0.005261	0.010213
nrfE	-0.000025	-0.000025	0.000648	-0.000025	-0.000624
nrfF	0.000375	0.000375	0.003857	0.000375	-0.004270
nrfG	0.000433	0.000433	0.001139	0.000433	-0.001576
gltP	0.151060	0.075981	0.009763	-0.021919	0.011352
yjcO	-0.001960	-0.001393	-0.001393	0.002773	-0.001393
fdhF	0.002246	0.000924	0.000849	0.000557	-0.001409
mdtP	-0.000056	0.001449	0.000529	-0.000199	-0.000331
mdtO	-0.001597	-0.000093	0.000747	-0.000093	-0.000655
mdtN	-0.001590	-0.000997	0.003069	-0.000997	-0.002089
yjcS	-0.005179	0.035958	-0.001393	0.005074	-0.003729
alsK	0.000006	0.000064	0.000064	0.000411	-0.000475
alsE	-0.000048	-0.000048	0.001035	-0.000048	-0.000989
alsC	-0.001622	-0.000183	0.000366	-0.000183	-0.000183
alsA	-0.003600	0.025764	-0.000001	-0.000309	0.000310
alsB	-0.001940	-0.000090	-0.000090	0.000180	-0.000090
rpiR	0.005827	-0.000083	0.000388	-0.000083	-0.000305
rpiB	-0.000257	-0.000170	0.000355	-0.000178	-0.000178
phnN	-0.013276	-0.013302	0.026372	-0.013667	-0.013957
phnM	0.000137	0.000192	0.000728	0.000121	-0.000850
phnL	-0.001817	-0.000072	0.000468	-0.000074	-0.000395
phnK	0.000464	0.000742	0.000724	0.000724	-0.001451
phnJ	-0.000183	-0.000128	0.000815	-0.000128	-0.000688
phnI	-0.000330	-0.000330	0.000913	-0.000330	-0.000584
phnH	-0.002199	-0.002145	0.004809	-0.002044	-0.002806
phnG	0.000048	-0.000050	0.000134	0.000308	-0.000442
phnF	-0.000064	-0.000064	0.000445	-0.000064	-0.000381
b4103	0.037364	0.000217	0.002957	0.000217	-0.003196
phnE	-0.003120	-0.002105	-0.000940	-0.002105	0.003028
phnD	-0.002491	-0.002410	-0.002410	-0.002410	0.004780
phnC	-0.000068	-0.000068	0.000431	-0.000169	-0.000262
yjdN	-0.004381	-0.004427	-0.004427	-0.005014	0.009290
yjdM	0.003896	0.003543	0.003808	-0.007445	0.003543
yjdA	-0.011570	-0.011642	-0.006666	-0.008522	0.014799
yjcZ	-0.082096	-0.130242	-0.009369	0.017645	-0.008829
proP	-0.007320	-0.008285	0.021012	-0.008285	-0.013531
basS	-0.011087	-0.032376	-0.003363	-0.003363	0.006648
basR	-0.018506	-0.018574	0.008192	-0.011004	0.002588
eptA	-0.000129	-0.001109	0.000109	0.000020	-0.000129
adiY	-0.001796	-0.001165	-0.000697	-0.001165	0.001856
adiA	0.000342	0.000190	0.000190	0.000190	-0.000381
melR	0.000888	-0.011623	-0.011623	-0.024201	0.033668
melA	-0.000316	0.000044	0.000103	0.000103	-0.000206
melB	0.000059	0.000059	0.000059	-0.000117	0.000059
yjdF	-0.000328	0.012429	0.000615	0.000024	-0.000640
dcuB	-0.009001	-0.007113	-0.006955	-0.008752	0.015291
dcuR	-0.032532	-0.050661	0.046429	-0.018028	-0.032532
dcuS	-0.004445	-0.004402	-0.004402	0.011051	-0.006867
yjdI	-0.000927	-0.000927	0.002511	-0.000936	-0.001586
yjdJ	0.016304	0.026132	-0.034567	0.016304	0.016304
yjdK	-0.000099	-0.000050	0.000787	-0.000050	-0.000739
lysU	0.067124	0.000354	0.000354	-0.000709	0.000354
yjdL	0.000030	0.000030	0.000566	-0.000436	-0.000131
cadA	-0.016637	-0.016639	-0.013822	-0.017345	0.029577
cadB	0.000188	0.031616	-0.000761	0.000573	0.000188
cadC	-0.000282	-0.000205	0.000654	0.000229	-0.000884
yjdC	0.016136	-0.011734	-0.000967	-0.000967	0.001928
dipZ	-0.001168	-0.000334	0.001356	-0.000334	-0.001026
cutA	-0.006103	-0.003301	0.006616	-0.003391	-0.003301
dcuA	0.002493	-0.082267	-0.005139	-0.004671	0.009647
aspA	0.000344	0.004923	0.000344	-0.000689	0.000344
fxsA	-0.017565	0.006257	-0.016000	-0.016000	0.030333
yjeH	-0.009646	-0.009700	0.018672	-0.009646	-0.009646
groS	-0.015653	0.046054	-0.005147	0.002551	0.002551
groL	0.027110	-0.003734	-0.008092	0.001432	0.006533
yjeI	0.040680	0.004616	-0.036131	0.004616	0.029036
yjeJ	0.011466	-0.000160	0.000987	-0.000160	-0.000829
yjeK	0.020018	-0.015772	0.022561	-0.014424	-0.009064
efp	0.009038	-0.013226	0.000186	-0.000093	-0.000093
sugE	0.016947	-0.000258	0.000000	0.000000	0.000000
blc	0.008359	0.083999	-0.002401	0.008359	-0.006088
ampC	0.000000	0.001840	0.000000	0.000000	0.000000
frdD	0.026916	-0.000092	0.000394	-0.000079	-0.000315
frdC	-0.000363	-0.000363	0.000724	-0.000363	-0.000363
frdB	0.014889	-0.000181	0.000362	-0.000181	-0.000181
frdA	0.000330	0.000183	0.000592	-0.000238	-0.000354
poxA	0.000000	-0.014030	0.000000	0.000000	0.000000
yjeM	-0.001269	-0.001269	-0.001269	-0.001493	0.002750
yjeN	0.000961	0.000961	0.000961	0.000721	-0.001687
yjeO	-0.000468	0.004568	0.000087	0.000026	-0.000113
yjeP	0.000173	0.009957	0.000173	-0.000347	0.000173
psd	-0.000609	-0.020694	0.000990	-0.000383	-0.000609
rsgA	0.033203	-0.031531	-0.000400	-0.000400	0.000799
yjeS	0.100792	-0.002978	-0.009995	0.004913	0.004913
yjeF	0.004460	0.006785	0.003099	0.003099	-0.006265
yjeE	0.030131	-0.008645	-0.001613	0.004578	-0.003003
amiB	-0.003559	-0.002033	0.009845	-0.003559	-0.006461
mutL	-0.000033	0.000004	0.001616	0.000004	-0.001626
miaA	0.000865	0.000827	0.001594	-0.002431	0.000827
hfq	0.132074	-0.000358	0.000184	-0.001558	0.001368
hflX	0.003729	-0.034440	-0.002548	0.005051	-0.002548
hflK	-0.004856	-0.036439	0.009814	-0.004493	-0.005491
hflC	0.002373	-0.009696	-0.009696	0.018765	-0.009696
yjeT	-0.020386	-0.028584	0.028703	-0.020386	-0.009869
purA	0.061926	-0.019369	-0.007901	0.002621	0.005170
nsrR	-0.029493	-0.248913	0.032261	0.012647	-0.048983
rnr	0.004241	-0.020445	0.017290	-0.006126	-0.011712
rlmB	-0.005506	-0.032175	-0.004956	0.010277	-0.005506
yjfI	0.000027	0.000000	0.000000	0.000000	0.000000
yjfJ	0.000202	0.000154	0.000154	-0.000126	-0.000029
yjfK	-0.002239	-0.000226	-0.000226	-0.000226	0.000452
aidB	0.063016	0.004371	0.004371	-0.008876	0.004371
yjfN	-0.000806	-0.000806	-0.000806	0.002803	-0.002012
yjfP	-0.000656	-0.000133	0.000265	-0.000133	-0.000133
ulaR	-0.001765	0.024235	0.003032	-0.001234	-0.001814
ulaG	0.000006	0.002236	0.000637	-0.000645	0.000006
ulaB	-0.014898	-0.015057	-0.014898	0.028346	-0.014898
ulaC	-0.003178	0.092863	0.002855	0.002855	-0.005767
ulaD	-0.000125	-0.000440	0.000520	-0.000125	-0.000395
ulaE	-0.033071	-0.032640	0.058930	-0.032640	-0.032886
ulaF	-0.002036	-0.000931	-0.000931	0.001856	-0.000931
yjfY	0.000018	0.000018	0.000662	-0.000065	-0.000597
rpsF	-0.004695	-0.004726	-0.001211	-0.005373	0.006500
priB	0.022899	0.003659	0.003659	-0.007413	0.003659
rpsR	0.004198	-0.004697	-0.004905	0.005542	-0.000700
rplI	-0.024630	-0.029139	-0.004188	0.010975	-0.007003
yjfZ	-0.000421	0.000000	0.000000	0.000000	0.000000
ytfA	-0.005338	-0.003640	-0.003214	-0.003640	0.006773
ytfB	-0.008239	-0.008239	-0.007831	-0.008556	0.015937
cycA	0.008924	0.004175	0.000108	0.000108	-0.000216
ytfE	-0.017235	-0.012669	-0.024338	0.027675	-0.004935
ytfF	-0.002078	-0.003042	-0.002078	-0.002078	0.004127
ytfG	0.000000	0.000000	0.000000	0.000000	0.000000
ytfH	-0.019600	-0.000720	-0.000720	-0.000720	0.001436
cpdB	0.000000	-0.001508	0.000000	0.000000	0.000000
cysQ	-0.001975	-0.001896	-0.001896	0.004935	-0.003082
ytfI	-0.002857	0.006251	0.000117	-0.000787	0.000668
ytfJ	-0.002268	-0.002268	-0.002268	0.004501	-0.002268
ytfK	0.015106	0.000017	0.000607	0.000017	-0.000626
ytfL	0.045776	0.001236	0.004628	-0.005931	0.001236
msrA	0.015808	0.015683	-0.007742	-0.008377	0.015683
ytfM	0.008073	-0.000000	-0.000000	-0.000000	-0.000000
ytfN	-0.001963	-0.001963	0.003900	-0.001963	-0.001963
ytfP	0.021648	0.000170	0.000170	0.000170	-0.000340
yjfA	-0.000039	-0.000039	0.001228	0.000210	-0.001442
chpS	-0.000168	-0.000168	0.000533	-0.000365	-0.000168
chpB	-0.013997	-0.014128	-0.009392	0.022982	-0.014551
ppa	-0.000717	-0.019856	-0.000717	0.001431	-0.000717
ytfQ	-0.008680	-0.007816	-0.007816	-0.007816	0.015223
ytfR	0.000104	0.000232	0.000729	0.000196	-0.000927
ytfS	-0.001455	-0.001520	-0.001455	-0.001536	0.002976
ytfT	-0.001489	0.071610	0.000458	-0.000229	-0.000229
yjfF	-0.002075	-0.000850	-0.000343	-0.000850	0.001190
fbp	0.033359	0.003122	-0.006312	0.003122	0.003122
mpl	0.005908	0.000005	0.000005	0.000195	-0.000200
yjgA	0.036777	-0.000459	0.000090	-0.000181	0.000090
pmbA	0.088641	0.010458	-0.015132	0.004266	0.010458
cybC	-0.002231	-0.000102	0.001555	0.000992	-0.002558
nrdG	-0.001159	-0.000997	-0.000386	-0.000657	0.001041
nrdD	-0.000075	-0.000057	0.000610	-0.000057	-0.000554
treC	-0.002477	-0.002443	-0.002443	0.005092	-0.002694
treB	-0.021133	-0.020416	-0.020416	0.012558	0.007143
treR	-0.005766	-0.004486	-0.004486	-0.004486	0.008835
mgtA	-0.010566	-0.010383	-0.009529	0.019473	-0.010620
yjgF	-0.001462	-0.001462	-0.002321	-0.001471	0.003767
pyrI	-0.042576	-0.027155	-0.016154	0.007404	0.008310
pyrB	0.013967	-0.003607	-0.011686	-0.003607	0.014864
pyrL	0.044242	-0.001338	-0.000933	-0.000963	0.001890
yjgG	0.000109	0.000213	0.000955	0.000213	-0.001171
yjgH	-0.000752	-0.001450	0.002570	-0.000839	-0.001743
yjgI	-0.011252	0.018069	0.022511	-0.011919	-0.011499
b4250	0.000095	0.000095	0.000095	-0.000191	0.000095
yjgJ	0.001268	0.031916	0.001186	-0.002222	0.001027
yjgK	0.035716	-0.009213	0.018011	-0.009213	-0.009374
yjgL	-0.000012	0.062533	0.000399	-0.000195	-0.000204
argI	-0.000605	-0.082899	-0.012107	-0.013397	0.024432
rraB	0.023171	0.012354	-0.008002	0.003946	0.003946
yjgM	-0.001260	-0.000839	-0.000839	0.001674	-0.000839
yjgN	0.000026	0.000026	0.000544	-0.000431	-0.000114
valS	0.024133	-0.045320	0.000000	0.000000	0.000000
holC	-0.013286	-0.065253	-0.040144	0.016009	0.021495
pepA	0.009809	0.000240	0.000240	-0.000481	0.000240
yjgP	-0.003066	-0.012462	-0.003066	0.006067	-0.003066
yjgQ	0.022592	-0.014269	-0.003687	-0.003954	0.007542
yjgR	-0.014198	-0.019726	-0.014198	0.028757	-0.016054
idnR	-0.006226	-0.007232	-0.006226	0.016177	-0.010425
idnT	0.000866	0.019232	0.001184	-0.002058	0.000866
idnO	0.001654	0.017637	-0.003326	0.001654	0.001654
idnD	-0.001105	-0.000048	0.000720	-0.000048	-0.000673
idnK	0.000063	0.000063	0.000063	0.000063	-0.000126
yjgB	-0.000082	-0.000397	0.000826	-0.000082	-0.000746
intB	-0.000060	-0.000060	0.000460	-0.000060	-0.000401
yjgW	-0.004538	-0.000779	0.000597	0.000181	-0.000779
yjgX	0.008546	0.000414	0.000414	0.000414	-0.000829
yjgY	-0.013126	0.006251	0.000193	0.000193	-0.000386
yjgZ	-0.000683	-0.000200	0.000400	-0.000200	-0.000200
yjhB	0.000012	0.000012	0.000389	-0.000256	-0.000134
yjhC	-0.000471	-0.000471	-0.000471	0.001574	-0.001107
yjhD	0.000337	0.000259	0.000259	0.000259	-0.000518
yjhE	-0.000540	-0.000053	0.000293	-0.000053	-0.000241
yi91b	-0.017202	-0.037176	0.011821	-0.011782	-0.000361
b4285	-0.033397	-0.027485	-0.029289	0.053245	-0.029289
yjhV	0.000515	0.016474	0.000515	-0.000478	-0.000038
fecE	-0.000932	-0.001070	-0.000932	0.001858	-0.000932
fecD	0.000006	-0.000134	0.000730	-0.000738	0.000006
fecC	0.000024	0.012346	0.000024	-0.000049	0.000024
fecB	0.000307	0.003212	0.000177	-0.000196	0.000019
fecA	-0.028953	0.000000	0.000000	0.000000	0.000000
fecR	-0.010183	-0.024703	0.014584	-0.010165	-0.004810
fecI	-0.005826	-0.006933	-0.005826	0.011422	-0.005826
insA	-0.031429	-0.037977	0.039738	-0.011444	-0.031429
yjhU	0.005796	0.000000	0.000000	0.000000	0.000000
yjhF	-0.000212	-0.000007	0.001029	-0.000532	-0.000499
yjhG	-0.001169	-0.000429	0.000857	-0.000429	-0.000429
yjhH	0.000109	0.000039	0.000380	-0.000191	-0.000189
yjhI	-0.000215	-0.000267	0.000430	-0.000215	-0.000215
sgcR	-0.004456	-0.004378	-0.004040	-0.004040	0.007968
sgcE	0.000077	0.047355	0.000077	-0.000153	0.000077
sgcA	-0.005192	-0.005183	-0.005183	-0.005183	0.010184
sgcQ	-0.002935	-0.002746	-0.002442	-0.002442	0.004843
sgcC	0.000000	0.000000	0.000000	0.000000	0.000000
sgcX	-0.000056	-0.000034	0.000537	-0.000034	-0.000504
yjhP	-0.014228	0.004887	-0.014228	-0.014503	0.027379
yjhQ	-0.007200	-0.007408	-0.006992	-0.013131	0.019429
yjhR	-0.003856	-0.002578	-0.002578	0.005467	-0.002942
yjhS	0.000045	0.000045	0.000512	0.000045	-0.000558
nanM	-0.007065	-0.008455	-0.007065	-0.007065	0.013795
nanC	-0.006919	-0.006873	-0.006873	-0.006880	0.013435
fimB	-0.002169	-0.003824	0.004210	-0.002120	-0.002120
fimE	0.000000	0.000356	0.000000	0.000000	0.000000
fimA	-0.008475	-0.105854	-0.006738	-0.021507	0.026824
fimC	-0.082073	-0.143595	-0.025565	-0.002714	0.026696
fimD	0.001870	0.000444	0.000444	0.000105	-0.000550
fimF	-0.001634	-0.001610	0.003999	-0.001610	-0.002418
fimG	-0.003754	-0.003125	-0.001952	0.005204	-0.003301
fimH	-0.001765	-0.001381	-0.001381	-0.001381	0.002748
gntP	0.000125	0.018899	0.000125	0.000125	-0.000250
uxuA	-0.002889	-0.001840	0.000361	0.000378	-0.000740
uxuB	-0.000032	-0.000032	-0.000032	0.000396	-0.000364
uxuR	-0.000983	-0.000802	0.001648	-0.000111	-0.001543
yjiC	-0.001581	-0.000234	0.001287	0.001068	-0.002365
yjiD	0.015363	0.013569	0.000187	-0.000146	-0.000041
iadA	-0.001098	-0.001098	0.002408	-0.001154	-0.001264
yjiG	0.006110	-0.000995	0.001984	-0.000995	-0.000995
yjiH	-0.000195	0.006643	0.000370	0.000370	-0.000741
kptA	0.000205	0.000041	0.000598	-0.000427	-0.000172
yjiJ	0.017102	0.001337	0.001337	-0.002686	0.001337
yjiK	-0.000137	-0.000077	0.000800	-0.000077	-0.000724
yjiL	-0.002442	-0.000182	0.000365	-0.000182	-0.000182
yjiM	0.000020	0.010321	0.000392	-0.000456	0.000063
yjiN	0.000062	0.000062	0.000460	-0.000034	-0.000426
mdtM	-0.000208	-0.000112	0.000514	-0.000112	-0.000403
yjiP	-0.000040	-0.000405	0.000484	-0.000150	-0.000335
yjiP	-0.003090	-0.003090	-0.003090	-0.003687	0.006698
yjiR	0.000289	-0.000058	0.000346	-0.000288	-0.000058
yjiS	-0.000067	-0.000067	0.001313	-0.000067	-0.001250
yjiT	-0.000643	-0.001872	-0.000825	-0.000825	0.001646
yjiU	-0.000034	0.000000	0.000000	0.000000	0.000000
mcrD	-0.000203	0.038062	0.000457	0.000060	-0.000517
mcrC	-0.000023	-0.000138	0.000277	-0.000138	-0.000138
mcrB	0.000302	0.000000	0.000000	0.000000	0.000000
symE	0.000277	0.005104	0.000923	0.000296	-0.001221
hsdS	0.001621	0.001473	0.002201	-0.003697	0.001473
hsdM	0.014222	-0.000316	0.000000	0.000000	0.000000
hsdR	-0.002649	-0.012836	-0.002649	-0.002801	0.005398
mrr	-0.014272	-0.021950	0.027209	-0.014272	-0.014272
yjiA	-0.000990	-0.002087	-0.001059	0.002110	-0.001059
yjiX	0.000236	0.000044	0.000381	-0.000425	0.000044
yjiY	0.000863	0.091581	0.000728	0.000471	-0.001202
tsr	-0.137668	-0.226199	-0.004345	0.011441	-0.007332
yjjL	-0.012095	-0.012095	-0.012095	-0.012407	0.023511
yjjM	0.000161	0.000161	0.000715	0.000377	-0.001094
yjjN	-0.025604	-0.000656	-0.024847	-0.024847	0.045797
mdoB	-0.000054	-0.000054	0.000493	-0.000440	-0.000054
yjjA	0.003957	0.000509	-0.001020	0.000509	0.000509
dnaC	0.000354	-0.000186	0.000250	-0.000055	-0.000195
dnaT	-0.000005	-0.000005	0.000558	-0.000005	-0.000554
yjjB	-0.001733	-0.001733	-0.001733	0.004023	-0.002318
yjjP	-0.000215	-0.000215	0.001155	-0.000215	-0.000943
yjjQ	-0.008173	-0.008401	-0.007548	-0.008627	0.015736
bglJ	-0.002411	0.032244	0.000404	-0.000178	-0.000227
fhuF	-0.004526	-0.005654	-0.004147	0.008821	-0.004810
rsmC	-0.012229	-0.022178	0.023471	-0.012229	-0.012229
holD	-0.000053	-0.000100	0.000369	-0.000317	-0.000053
rimI	0.013188	-0.020251	-0.002749	-0.002749	0.005446
yjjG	0.000143	0.000047	0.000047	-0.000095	0.000047
prfC	0.000245	-0.000098	0.000167	-0.000335	0.000167
osmY	0.117867	0.105444	-0.001611	0.004957	-0.003390
yjjU	0.084355	0.001040	0.001040	0.001040	-0.002087
yjjV	0.067984	0.003734	0.003734	0.003734	-0.007566
yjjW	0.000063	0.001732	0.000063	-0.000126	0.000063
yjjI	0.000185	0.000185	0.000185	0.000409	-0.000595
deoC	0.032109	0.000428	0.000428	-0.000705	0.000276
deoA	0.092812	0.004101	-0.008319	0.004101	0.004101
deoB	0.012722	-0.003953	-0.000000	-0.000000	-0.000000
deoD	0.000348	-0.019472	-0.005459	0.000348	0.005048
yjjJ	0.000073	0.005978	0.000761	0.000073	-0.000836
lplA	-0.002349	-0.000893	0.000368	-0.000184	-0.000184
ytjB	0.000512	0.000824	0.000416	0.000416	-0.000833
serB	-0.001088	-0.031039	-0.004551	0.006236	-0.001757
radA	-0.006295	-0.007407	-0.006295	0.012323	-0.006295
nadR	0.001051	-0.002140	0.000629	0.000104	-0.000734
yjjK	0.043746	0.006474	-0.013210	0.006441	0.006474
slt	0.000001	0.021645	0.000297	-0.000189	-0.000109
trpR	0.005540	0.000147	0.000147	-0.000294	0.000147
yjjX	0.004991	-0.003184	-0.003088	0.007192	-0.004195
ytjC	0.041920	-0.028519	-0.006914	0.013506	-0.006914
rob	0.000059	-0.035925	0.000000	0.000000	0.000000
creA	0.004148	0.073497	0.004148	-0.008416	0.004148
creB	-0.000144	-0.006648	0.000261	-0.000131	-0.000131
creC	-0.000103	-0.000041	0.000300	-0.000258	-0.000041
creD	-0.002559	0.023044	0.000612	-0.000019	-0.000594
arcA	0.071242	0.020232	-0.010152	0.020232	-0.010810
yjjY	-0.001419	0.015296	0.003536	-0.001419	-0.002140
yjtD	-0.002652	-0.002652	0.005686	-0.002758	-0.002985
yifM_1	-0.000762	-0.001679	0.001520	-0.000762	-0.000762
yifM_2	-0.007968	-0.008585	-0.007968	0.015510	-0.007968
yaeP	0.000037	0.029434	0.000037	0.000037	-0.000074
thiS	0.043371	0.006157	-0.009405	0.003092	0.006157
csrB	0.006990	0.008334	-0.004975	0.002466	0.002466
blr	0.032443	-0.006897	0.013979	-0.007427	-0.006897
ecnA	0.000987	-0.002705	0.001766	-0.002766	0.000987
ecnB	0.045669	0.040789	0.005891	-0.010991	0.004894
b4412	0.000008	0.000008	0.000008	-0.000016	0.000008
b4413	0.000000	-0.015841	0.000000	0.000000	0.000000
tff	0.019154	-0.015555	-0.020184	-0.013554	0.031869
hokE	-0.000048	-0.000048	0.000392	-0.000344	-0.000048
rybA	-0.013208	-0.116443	0.000103	0.012718	-0.013208
rybB	-0.001431	-0.002485	-0.002604	-0.002209	0.004773
psrD	0.028237	0.005115	-0.003711	-0.018082	0.020895
b4419	-0.002527	0.017022	-0.000245	0.000490	-0.000245
rdlA	0.000383	0.000383	0.001025	0.000301	-0.001330
b4421	-0.001786	-0.001786	0.004281	-0.001786	-0.002527
b4422	0.043836	0.000090	0.000090	0.000090	-0.000180
b4424	-0.001994	-0.003508	-0.001349	-0.001994	0.003324
rttR	-0.009785	-0.072683	0.009527	-0.009785	0.000043
isrA	-0.009427	-0.003662	-0.003662	-0.003662	0.007233
micC	-0.000417	0.000083	0.000083	0.000083	-0.000167
hokB	-0.053575	-0.033854	0.060727	-0.033412	-0.034341
sokB	0.002154	-0.000056	0.000434	-0.000215	-0.000219
rydB	0.047498	0.000340	0.000114	-0.000454	0.000340
rprA	0.025618	0.002037	-0.003451	0.002037	0.001393
ryeA	0.019011	0.050068	-0.020578	0.000664	0.019011
isrB	0.070860	0.017265	0.017265	0.017041	-0.036483
isrC	0.015061	0.001342	-0.030144	0.026926	0.001342
ryeC	-0.004058	0.000844	-0.001692	0.000844	0.000844
ryeD	-0.003667	-0.004031	-0.003123	-0.003667	0.006711
cyaR	-0.016944	-0.017720	0.013690	-0.016592	0.002365
micF	0.368995	0.296498	0.003937	-0.042769	0.035301
ryfA	-0.006624	-0.007644	-0.006624	-0.006624	0.012953
